1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1
0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,2,5,2,10,9,9,0,11,5,9,11,3,2,3,6,0,11,3,9,6,6,4,10,11,8,2,3,7,9,8,5,4,9,8,1,9,5,5,0,9,4,7,9,5,1,3,4,8,9,7,3,4,1,5,9,5,11,8,11,11,11,0,11,0,1,9,4,11,11,0,11,7,11,6,11,4,9,2,9,9,11,11,8,11,9,11,11,11,4,11,7,11,9,11,11,11,9,10,5,11,11,11,11,8,9,0,0,0,10,4,2,0,10,11,9,5,2,0,0,4,0,5,0,11,5,5,1,6,3,11,9,0,11,11,11,9,9,9,9,11,11,9,11,9,9,11,11,11,11,11,9,11,9,10,11,11,11,11,11,2,9,9,6,9,9,11,11,9,11,11,9,9,7,11,11,1,9,11,9,3,2,8,9,11,9,2
0,0,0,0,0,0,3,1,2,0,3,0,2,3,0,0,0,0,0,3,0,2,0,0,0,2,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2,0,4,0,2,3,3,0,4,0,0,0,0,3,3,0,4,1,4,0,2,0,0,0,2,2,3,3,0,3,1,3,1,3,0,3,0,2,1,1,2,2,1,1,0,3,4,3,3,0,1,0,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,3,2,2,1,1,3,1,2,3,1,1,1,1,3,2,3,3,2,2,2,1,1,2,2,2,2,2,0,0,1,1,2,1,2,1,1,2,3,1,1,0,4,3,0,1,3,0,0,0,0,1,3,1,0
3,2,5,9,6,3,10,10,10,3,10,3,10,10,8,0,1,6,0,10,3,10,10,5,10,10,10,9,2,0,4,5,8,10,4,10,10,4,7,10,3,2,6,10,8,10,4,3,10,10,7,10,10,10,10,1,4,10,5,11,9,10,11,11,0,11,10,2,3,9,11,10,2,10,5,11,10,10,10,6,0,8,10,10,10,10,11,9,10,10,3,10,8,9,10,6,10,10,10,10,4,10,10,7,11,5,6,11,0,0,0,11,0,10,0,10,10,2,1,11,3,0,3,1,0,1,3,0,1,10,3,2,8,0,7,11,10,11,10,10,11,10,10,11,10,11,10,10,10,10,11,11,11,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,3,7,10,10,7,4,10,10,10,10,10
0,0,0,0,0,0,1,1,2,0,1,0,1,2,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,1,1,0,2,0,1,0,0,2,0,3,1,2,3,3,0,3,2,0,0,1,3,2,0,3,0,3,2,2,2,0,0,0,2,0,2,2,3,2,2,1,0,2,0,0,0,1,2,0,1,0,1,0,1,1,2,0,0,3,0,0,0,2,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,2,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,1,1,2,2,2,2,2,2,3,2,0,0,1,2,0,0,1,0,3,2,2
1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,1,2,2,2,0,3,1,1,1,1,3,2,1,1,1,2,1,2,1,1,0,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,0,0,0,2,1,2,0,1,1,1,2,1,1,0,1,1,1,1,2,1,2,1,1,1,2,1,1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2
1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,3,1,2,2,1,0,3,1,0,1,1,3,2,1,1,1,2,1,2,1,1,0,3,3,2,3,3,3,3,3,3,2,2,2,1,3,3,2,1,3,3,3,3,3,3,3,3,3,3,0,0,0,2,1,2,0,1,1,1,2,1,1,0,1,1,1,1,2,1,2,1,1,1,2,1,1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2
1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,3,1,2,2,2,1,3,1,1,1,1,3,2,1,1,1,2,1,2,1,1,1,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,0,0,0,2,1,2,0,1,1,1,2,1,1,0,1,1,1,2,2,1,2,1,1,1,2,1,1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1
1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,1,2,2,2,0,3,1,0,1,1,3,2,1,1,1,2,1,2,1,1,0,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,0,0,0,2,1,2,0,1,1,1,2,1,1,0,1,1,1,1,2,1,2,1,1,1,2,1,1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
